;PC Software:StarLab Version 3.60 Build 9
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:27/05/2021 at 13:18:42
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Pulsar Sensor 1 Pyroelectric PE25-C (s/n:963165)  FU1.30 (s/n:957840)

;Channel A:Details
;Name:PE25-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:1053
;Settings:Range:20.0mJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:10uS
;Settings:Threshold:N/A
;Settings:External Trigger:Off
;Missing Pulses Detect:Off 

;Channel A:Statistics
;Min:7.910mJ             
;Max:9.290mJ             
;Average:8.763mJ             
;Std.Dev.:166.2uJ             
;Overrange:0                   
;Total Pulses:75387               
;--------------------


;First Pulse Arrived : 27/05/2021 at 13:18:53
    Timestamp    	  Channel A  	
       112.567785	  8.486e-03 	
       112.767729	  8.486e-03 	
       112.967671	  8.836e-03 	
       113.167614	  8.242e-03 	
       113.367556	  8.521e-03 	
       113.567499	  8.818e-03 	
       113.767442	  8.888e-03 	
       113.967384	  8.906e-03 	
       114.167328	  8.906e-03 	
       114.367270	  8.871e-03 	
       114.567212	  8.591e-03 	
       114.767156	  8.818e-03 	
       114.967098	  8.923e-03 	
       115.167042	  8.696e-03 	
       115.366984	  8.626e-03 	
       115.566926	  8.731e-03 	
       115.766870	  8.871e-03 	
       115.966812	  8.486e-03 	
       116.166756	  8.871e-03 	
       116.366698	  8.626e-03 	
       116.566640	  8.556e-03 	
       116.766584	  8.801e-03 	
       116.966526	  8.574e-03 	
       117.166469	  8.539e-03 	
       117.366411	  8.853e-03 	
       117.566354	  8.626e-03 	
       117.766297	  8.801e-03 	
       117.966239	  8.783e-03 	
       118.166183	  8.661e-03 	
       118.366125	  8.521e-03 	
       118.566067	  8.923e-03 	
       118.766011	  8.731e-03 	
       118.965953	  8.906e-03 	
       119.165897	  8.626e-03 	
       119.365839	  8.539e-03 	
       119.565782	  8.661e-03 	
       119.765724	  8.801e-03 	
       119.965667	  8.783e-03 	
       120.165610	  8.609e-03 	
       120.365552	  8.906e-03 	
       120.565496	  8.871e-03 	
       120.765438	  8.801e-03 	
       120.965382	  8.451e-03 	
       121.165324	  8.609e-03 	
       121.365266	  8.644e-03 	
       121.565210	  8.661e-03 	
       121.765152	  8.434e-03 	
       121.965094	  8.661e-03 	
       122.165038	  8.451e-03 	
       122.364980	  8.731e-03 	
       122.564924	  8.871e-03 	
       122.764866	  8.679e-03 	
       122.964808	  8.783e-03 	
       123.164752	  8.976e-03 	
       123.364694	  8.609e-03 	
       123.564637	  8.713e-03 	
       123.764579	  8.713e-03 	
       123.964522	  8.748e-03 	
       124.164465	  8.539e-03 	
       124.364408	  8.644e-03 	
       124.564351	  8.783e-03 	
       124.764293	  8.801e-03 	
       124.964235	  8.941e-03 	
       125.164179	  8.958e-03 	
       125.364121	  8.976e-03 	
       125.564065	  8.993e-03 	
       125.764007	  8.923e-03 	
       125.963951	  8.486e-03 	
       126.163893	  8.661e-03 	
       126.363835	  8.923e-03 	
       126.563778	  8.679e-03 	
       126.763720	  8.713e-03 	
       126.963664	  8.713e-03 	
       127.163606	  8.836e-03 	
       127.363548	  8.731e-03 	
       127.563492	  8.923e-03 	
       127.763434	  8.713e-03 	
       127.963378	  8.836e-03 	
       128.163320	  8.539e-03 	
       128.363264	  8.679e-03 	
       128.563206	  8.766e-03 	
       128.763148	  8.696e-03 	
       128.963092	  8.644e-03 	
       129.163034	  8.504e-03 	
       129.362978	  8.644e-03 	
       129.562920	  8.469e-03 	
       129.762862	  8.434e-03 	
       129.962805	  8.661e-03 	
       130.162747	  8.539e-03 	
       130.362691	  8.783e-03 	
       130.562633	  8.434e-03 	
       130.762575	  8.434e-03 	
       130.962519	  8.888e-03 	
       131.162461	  8.661e-03 	
       131.362405	  8.329e-03 	
       131.562347	  8.801e-03 	
       131.762289	  8.871e-03 	
       131.962233	  8.923e-03 	
       132.162175	  8.451e-03 	
       132.362119	  8.644e-03 	
       132.562061	  8.696e-03 	
       132.762003	  8.626e-03 	
       132.961947	  8.574e-03 	
       133.161889	  8.731e-03 	
       133.361832	  8.661e-03 	
       133.561774	  8.941e-03 	
       133.761716	  8.661e-03 	
       133.961660	  8.888e-03 	
       134.161602	  8.644e-03 	
       134.361546	  8.696e-03 	
       134.561488	  8.679e-03 	
       134.761430	  8.853e-03 	
       134.961374	  8.923e-03 	
       135.161316	  8.679e-03 	
       135.361260	  8.766e-03 	
       135.561202	  8.818e-03 	
       135.761144	  8.853e-03 	
       135.961088	  8.941e-03 	
       136.161030	  8.486e-03 	
       136.360974	  8.871e-03 	
       136.560916	  8.713e-03 	
       136.760858	  8.923e-03 	
       136.960802	  8.783e-03 	
       137.160744	  8.923e-03 	
       137.360688	  8.853e-03 	
